codigo_programa;nome_programa;exclusao_logica_programa;indicador;exclusao_logica_indicador;unidade_de_medida;indice_de_referencia;em_apuracao_indice_de_referencia;data_de_apuracao;previsao_para_2021;em_apuracao_2021;previsao_para_2022;em_apuracao_2022;previsao_para_2023;em_apuracao_2023;previsao_para_2024;em_apuracao_2024;fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_status_em_apuracao_das_previsaoes_dos_indices;justificativa_status_em_apuracao_indice_de_referencia;data_alteracao;indicador_novo;polaridade
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS QUILOMBOLAS - ENSINO MÉDIO;False;Percentual;90,53;;2017-08-31;96,0;;98,0;;98,0;;98,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS COM PLANO DE CONVIVÊNCIA DEMOCRÁTICA ELABORADO;False;Percentual;66,0;;2017-12-31;100,0;;100,0;;100,0;;100,0;;RELATÓRIO ENVIADO PELAS ESCOLAS;Anual;Estadual;(NÚMERO DE ESCOLAS COM PLANO DE CONVIVÊNCIA ELABORADO) / (NÚMERO DE ESCOLAS DA REDE ESTADUAL DE ENSINO) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS QUE CUMPREM OS CRITÉRIOS PREVISTOS NAS LEIS Nº 10.639/03 E Nº 11.645/08 - AFROCONSCIÊNCIA;False;Porcentagem;80,0;;2017-12-31;95,0;;100,0;;100,0;;100,0;;RELATÓRIO DE MONITORAMENTO E AVALIAÇÃO DA IMPLEMENTAÇÃO DAS LEIS Nº 10.639/03 E Nº 11.645/08;Anual;Estadual;(NÚMERO DE ESCOLAS COM CRITÉRIOS PREVISTOS NAS LEIS Nº 10.639/03 E Nº 11.645/08 IMPLEMENTADOS) / (NÚMERO DE ESCOLAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS DO CAMPO - ENSINO FUNDAMENTAL;False;Percentual;2,7;;2017-08-31;0,5;;0,3;;0,3;;0,3;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) X 100;;;2020-10-01 15:57:00;False;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS DO CAMPO - ENSINO MÉDIO;False;Percentual;6,3;;2018-08-31;3,0;;2,0;;2,0;;2,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) X 100;;;2020-10-01 15:57:00;False;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS INDÍGENAS - ENSINO FUNDAMENTAL;False;Percentual;2,44;;2017-08-31;1,5;;1,2;;1,2;;1,2;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) X 100;;;2020-10-01 15:57:00;False;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS INDÍGENAS - ENSINO MÉDIO;False;Percentual;4,85;;2017-08-31;3,3;;2,9;;2,9;;2,9;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) X 100;;;2020-10-01 15:57:00;False;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS DO CAMPO - ENSINO FUNDAMENTAL;False;Percentual;89,7;;2017-08-31;97,0;;98,0;;98,0;;98,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS DO CAMPO - ENSINO MÉDIO;False;Percentual;86,6;;2017-08-31;94,0;;95,0;;95,0;;95,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS INDÍGENAS - ENSINO FUNDAMENTAL;False;Percentual;92,88;;2017-08-31;95,0;;96,0;;96,0;;96,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS INDÍGENAS - ENSINO MÉDIO;False;Percentual;92,1;;2017-08-31;95,0;;96,0;;96,0;;96,0;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS COM COLETIVOS JUVENIS E/OU GRÊMIOS ESTUDANTIL CRIADOS;False;Porcentagem;61,5;;2021-12-31;100,0;;100,0;;100,0;;100,0;;INSTRUMENTO DE MONITORAMENTO INTERNO;Anual;Estadual;(NÚMERO DE COLETIVOS E/OU GRÊMIOS CRIADOS/TOTAL DE ESCOLAS DE ENSINO MÉDIO DA REDE PÚBLICA ESTADUAL)*100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS DE ENSINO MÉDIO COM CONSELHOS DE REPRESENTANTES DE TURMA INSTITUÍDOS;False;Porcentagem;72,0;;2021-03-31;100,0;;100,0;;100,0;;100,0;;DIRETORIA DE JUVENTUDE - SEE;Anual;Estadual;(NÚMERO DE ESCOLAS DE ENSINO MÉDIO COM CONSELHOS DE REPRESENTANTES DE TURMA INSTITUÍDOS / TOTAL DE ESCOLAS DE ENSINO MÉDIO) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ENSINO MÉDIO;False;número absoluto;3,6;;2018-09-30;4,2;;0,0;;4,4;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;False;número absoluto;4,4;;2018-09-30;4,8;;0,0;;5,0;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;False;número absoluto;6,5;;2018-09-30;6,8;;0,0;;6,9;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;O INDICADOR TEM PERIODICIDADE DE MENSURAÇÃO BIANUAL, TENDO EM VISTA A REALIZAÇÃO DAS AVALIAÇÕES.;;;2020-10-01 15:57:00;False;MAIOR
118;COMUNICAÇÃO INSTITUCIONAL E DE UTILIDADE PÚBLICA;False;ÍNDICE DE EVENTOS REALIZADOS NAS 13 REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS MINEIRAS;False;%;;Em Apuração;;80,0;;80,0;;80,0;;80,0;;NÚCLEO DE EVENTOS E CERIMONIAL;Anual;Estadual;QUANTIDADE DE REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS QUE TIVERAM EVENTOS X 100 / QUANTIDADE TOTAL DE  REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS;;ESTE ÍNDICE ENCONTRA-SE EM APURAÇÃO E A VERIFICAÇÃO E FECHAMENTO É FEITA ANUALMENTE AO TÉRMINO DO EXERCÍCIO;2020-10-01 15:57:00;False;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;PERCENTUAL DE POPULAÇÃO URBANA ATENDIDA POR SOLUÇÃO DE DESTINAÇÃO DE RESÍDUOS SÓLIDOS URBANOS;False;%;;Em Apuração;;67,0;;70,0;;72,0;;73,0;;DIRETORIA DE RESÍDUOS SÓLIDOS URBANOS E DRENAGEM URBANA;Anual;Estadual;ÍNDICE = 100 X (POPULAÇÃO URBANA ATENDIDA / POPULAÇÃO URBANA TOTAL);;O ÍNDICE FOI PROPOSTO PELA PRIMEIRA VEZ PARA 2020, E A DATA DA APURAÇÃO É DEZEMBRO.;2020-10-01 15:57:00;False;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;PERCENTUAL DE POPULAÇÃO URBANA ATENDIDA POR SOLUÇÃO DE TRATAMENTO DE ESGOTO SANITÁRIO;False;%;;Em Apuração;;49,0;;50,0;;52,0;;51,5;;DIRETORIA DE ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO;Anual;Estadual;ÍNDICE = 100 X (POPULAÇÃO URBANA ATENDIDA / POPULAÇÃO URBANA TOTAL);;O ÍNDICE FOI PROPOSTO PELA PRIMEIRA VEZ PARA 2020, E A DATA DA APURAÇÃO É DEZEMBRO.;2020-10-01 15:57:00;False;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DAS INFORMAÇÕES TERRITORIAIS E DAS FUNCIONALIDADES DE ANÁLISE AGREGADAS À INFRAESTRUTURA DE DADOS ESPACIAIS – IDE SISEMA;False;%;;Em Apuração;;5,0;;4,0;;3,0;;3,0;;DIRETORIA DE GESTÃO TERRITORIAL AMBIENTAL;Anual;Estadual;"ÍNDICE = 100 X (NÚMERO DE RECURSOS  DO ANO ATUAL – NÚMERO DE RECURSOS DO ANO ANTERIOR)/ NÚMERO DE RECURSOS DO ANO ANTERIOR, ENTENDE-SE COMO ""RECURSOS"" AS INFORMAÇÕES E AS FUNCIONALIDADES DA IDE-SISEMA";;O ÍNDICE FOI PROPOSTO PELA PRIMEIRA VEZ PARA 2020, E A DATA DA APURAÇÃO É DEZEMBRO.;2020-10-01 15:57:00;False;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DE PROJETOS SUBMETIDOS AO BANCO DE PROJETOS E AO SELO SEMAD RECOMENDA.;False;%;;Em Apuração;;3,0;;4,0;;5,0;;5,0;;DPAI – DIRETORIA DE PROJETOS AMBIENTAIS E INSTRUMENTOS ECONÔMICOS;Anual;Estadual;ÍNDICE = 100 X (NÚMERO DE PROJETOS DO ANO ATUAL – NÚMERO DE PROJETOS DO ANO ANTERIOR)/ NÚMERO DE PROJETOS DO ANO ANTERIOR;;O ÍNDICE FOI PROPOSTO PELA PRIMEIRA VEZ PARA 2021, E A DATA DA APURAÇÃO É DEZEMBRO.;2020-10-01 15:57:00;True;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DE ABRANGÊNCIA DOS PROGRAMAS, PROJETOS E AÇÕES INSTITUCIONAIS DE EDUCAÇÃO AMBIENTAL E DE EDUCAÇÃO HUMANITÁRIA PARA MANEJO ÉTICO DA FAUNA DOMÉSTICA.;False;%;;Em Apuração;;10,0;;8,0;;6,0;;4,0;;DEARI – DIRETORIA DE EDUCAÇÃO AMBIENTAL E RELAÇÕES INSTITUCIONAIS;Anual;Estadual;ÍNDICE = 100 X (NÚMERO DE PÚBLICO DO ANO ATUAL – NÚMERO DE PÚBLICO DO ANO ANTERIOR)/ NÚMERO DE PÚBLICO DO ANO ANTERIOR;;O ÍNDICE FOI PROPOSTO PELA PRIMEIRA VEZ PARA 2021, E A DATA DA APURAÇÃO É DEZEMBRO.;2020-10-01 15:57:00;True;MAIOR
122;REGULARIZAÇÃO AMBIENTAL;False;REDUÇÃO DO TEMPO MÉDIO DE TRAMITAÇÃO DOS PROCESSOS DE LICENCIAMENTO AMBIENTAL CONVENCIONAL;False;UNIDADE;2019,0;;2020-12-31;210,0;;180,0;;170,0;;160,0;;SUPERINTENDÊNCIA DE APOIO À REGULARIZAÇÃO AMBIENTAL - SUARA;Anual;Estadual;ESSE INDICADOR SERÁ OBTIDO PELA MODALIDADE DE LICENCIAMENTO CONVENCIONAL, PELA SEGUINTE FÓRMULA DE CÁLCULO: &#931, (DATA DA FINALIZAÇÃO DO PROCESSO NO ANO DE REFERÊNCIA - DATA DE FORMALIZAÇÃO)/TOTAL DE PROCESSOS FINALIZADOS NO ANO DE REFERÊNCIA.;;;2020-10-01 15:57:00;True;MENOR
122;REGULARIZAÇÃO AMBIENTAL;False;REDUÇÃO DO PASSIVO DE PROCESSOS DE LICENCIAMENTO AMBIENTAL;False;%;2018,0;;2020-12-31;100,0;;100,0;;100,0;;100,0;;SUPERINTENDÊNCIA DE APOIO À REGULARIZAÇÃO AMBIENTAL - SUARA;Anual;Estadual;(N° DE PROCESSOS FINALIZADOS - Nº DE ENTRADA DE PROCESSOS)/(PASSIVO TOTAL) X100;;;2020-10-01 15:57:00;True;MAIOR
123;ASSISTÊNCIA EM HEMATOLOGIA,  HEMOTERAPIA, CÉLULAS E  TECIDOS BIOLÓGICOS;False;TAXA DE APROVEITAMENTO DE HEMOCOMPONENTES;False;%;56,84;;2018-12-31;55,0;;55,0;;55,0;;55,0;;FUNDAÇÃO HEMOMINAS/DIRETORIA TÉCNICO CIENTÍFICA;Anual;Estadual;( SOMATÓRIO (HEMOCOMPONENTES TRANSFUNDIDOS + ENVIADOS À INDÚSTRIA)/ PRODUÇÃOTOTAL ) * 100;;;2020-10-01 15:57:00;False;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;ÍNDICE DE SATISFAÇÃO DOS DISCENTES COM OS CURSOS OFERECIDOS PELA SUPERINTENDÊNCIA EDUCACIONAL DE SEGURANÇA PÚBLICA;False;Percentual %;85,9;;2019-12-31;84,0;;85,0;;86,0;;87,0;;SUPERINTENDÊNCIA EDUCACIONAL DE SEGURANÇA PÚBLICA - SESG;Anual;Estadual;[(SOMA DAS AVALIAÇÕES DOS DISCENTES DOS CURSOS OFERECIDOS PELA SESG / NÚMERO DE ALUNOS PARTICIPANTES DOS CURSOS DA SESG) – VALOR MÍNIMO DA ESCALA] ÷ (VALOR MÁXIMO DA ESCALA – VALOR MÍNIMO DA ESCALA) X 100;;;2020-10-01 15:57:00;False;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;NÍVEL DE SERVIÇO DO CENTRO INTEGRADO DE ATENDIMENTO E DESPACHO (CIAD);False;Percentual %;92,0;;2019-05-31;90,0;;90,0;;90,0;;90,0;;PROGRAMA DE GERENCIAMENTO DAS LIGAÇÕES;Mensal;Regional;[(NS ANUAL CICOP*8,0) + (NS ANUAL COBOM*1,5) + (NS ANUAL CEPOLC*0,5)]/10 NS ANUAL DE CADA CENTRO = MÉDIA LIGAÇÕES ANUAIS ATENDIDAS EM 10SEGUNDOS/MÉDIA LIGAÇÕES ANUAIS RECEBIDAS;;;2020-10-01 15:57:00;False;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;ÍNDICE DE APURAÇÃO DE DENÚNCIAS RECEBIDAS NO DISQUE DENÚNCIA UNIFICADO;False;Percentual %;84,65;;2019-05-31;80,0;;80,0;;80,0;;80,0;;SISTEMA DE INFORMAÇÃO DO DISQUE DENÚNCIA UNIFICADO;Mensal;Estadual;DENÚNCIAS APURADAS (&#55349,&#56375,&#55349,&#56372,) = DENÚNCIAS RESPONDIDAS/TOTAL DE DENÚNCIAS ACATADAS;;;2020-10-01 15:57:00;False;MAIOR
143;ROMPIMENTO DA TRAJETÓRIA INFRACIONAL DE ADOLESCENTES EM CUMPRIMENTO DE MEDIDA SOCIOEDUCATIVA;False;PERCENTUAL DE ADOLESCENTES FREQUENTES EM ESCOLA FORMAL;False;Percentual %;87,0;;2019-12-31;90,0;;92,0;;95,0;;95,0;;SUBSECRETARIA DE ATENDIMENTO SOCIOEDUCATIVO;Anual;Estadual;(NÚMERO DE ADOLESCENTES COM FREQUÊNCIA IGUAL OU MAIOR QUE 75% NA ESCOLA FORMAL / TOTAL DE ADOLESCENTES NA UNIDADE QUE SÃO CONSIDERADOS PELO CÁLCULO)*100;;;2020-10-01 15:57:00;False;MAIOR
143;ROMPIMENTO DA TRAJETÓRIA INFRACIONAL DE ADOLESCENTES EM CUMPRIMENTO DE MEDIDA SOCIOEDUCATIVA;False;PERCENTUAL DE ADOLESCENTES PARTICIPANTES EM CURSOS PROFISSIONALIZANTES;False;Percentual %;21,0;;2019-12-31;40,0;;50,0;;60,0;;70,0;;SUBSECRETARIA DE ATENDIMENTO SOCIOEDUCATIVO;Anual;Estadual;(NÚMERO DE ADOLESCENTES QUE SÃO CONSIDERADOS PARTICIPANTES EM CURSO DE FORMAÇÃO BÁSICA PARA O TRABALHO/NÚMERO TOTAL DE ADOLESCENTES QUE ENTRAM PARA O CÁLCULO) * 100;;;2020-10-01 15:57:00;False;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE ALTERNATIVAS PENAIS CUMPRIDAS;False;%;68,9;;2020-03-31;72,0;;72,5;;73,0;;73,5;;SUBSECRETARIA DE POLÍTICAS DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;(NÚMERO DE ALTERNATIVAS PENAIS QUE BAIXARAM POR CUMPRIMENTO INTEGRAL OU INDULTO / TOTAL DE PENAS BAIXADAS NO PROGRAMA NO PERÍODO) X 100%;;;2020-10-01 15:57:00;False;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE ADESÃO DOS EGRESSOS ATENDIDOS AO PRESP;False;%;73,6;;2020-03-31;78,0;;78,0;;78,0;;78,0;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;(Nº DE ATENDIMENTOS DE RETORNO / Nº DE ATENDIMENTOS TOTAIS DE EGRESSOS NO PERÍODO) X 100%;;;2020-10-01 15:57:00;False;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA MENSAL DE JOVENS EM OFICINAS DO PROGRAMA FICA VIVO!;False;JOVEM;9134,0;;2020-03-31;6670,0;;7015,0;;7360,0;;7705,0;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;JOVENS EM OFICINAS / MÊS - (SOMATÓRIO DO NÚMERO ABSOLUTO DE JOVENS QUE FREQUENTARAM AS OFICINAS DO PROGRAMA EM CADA MÊS) / (NÚMERO DE MESES DO PERÍODO);;;2020-10-01 15:57:00;False;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE SOLUÇÃO PACÍFICA EM CASOS DE MEDIAÇÃO DE CONFLITOS;False;%;82,25;;2019-12-31;83,5;;84,0;;84,5;;85,0;;SUBSECRETARIA DE POLÍTICAS DE PREVENÇÃO SOCIAL À CRIMINALIDADE;Anual;Estadual;"[SOMATÓRIO DO NÚMERO DE CASOS DE MEDIAÇÃO ENCERRADOS (INTEGRANTES DOS EIXOS ""ATENDIMENTO INVIVIDUAL"" E ""ATENDIMENTO COLETIVO"") QUE CHEGARAM A ACORDO ENTRE AS PARTES ENVOLVIDAS (FORMAL, VERBAL OU PERIFERICAMENTE ESTABELECIDO)] / [SOMATÓRIO DO NÚMERO DE CASOS DE MEDIAÇÃO (INTEGRANTES DOS EIXOS ""ATENDIMENTOS INDIVIDUAL"" E ""ATENDIMENTO COLETIVOS"" ENCERRADOS] X 100";;;2020-10-01 15:57:00;False;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;TAXA DE HOMICÍDIOS POR CEM MIL HABITANTES NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS;False;Número de homicídios/ 100 mil habitantes;27,23;;2020-06-30;25,0;;23,0;;21,0;;20,0;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;MÉDIA DOS ÚLTIMOS QUATRO ANOS DE: (SOMATÓRIO DO NÚMERO DE HOMICÍDIOS CONSUMADOS REGISTRADOS NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS POR ANO) / (SOMATÓRIO DO NÚMERO DE PESSOAS RESIDENTES NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS NO ANO) X 100.000.;;;2020-10-01 15:57:00;False;MENOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA MENSAL DE PESSOAS ATENDIDAS PELO PROGRAMA MEDIAÇÃO DE CONFLITOS;False;pessoas atendidas/mês;1702,0;;2020-03-31;1500,0;;1575,0;;1650,0;;1725,0;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;PESSOAS ATENDIDAS / MÊS = (SOMATÓRIO DO NÚMERO ABSOLUTO DE PESSOAS ATENDIDAS PELO PROGRAMA EM CADA MÊS DO PERÍODO / NÚMERO DE MESES DO PERÍODO);;;2020-10-01 15:57:00;False;MAIOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE CUSTODIADOS EM UNIDADES PRISIONAIS POR VAGA DISPONÍVEL EM UNIDADES PRISIONAIS;False;TAXA DE OCUPAÇÃO;1,83;;2019-08-28;1,83;;1,83;;1,83;;1,83;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DA POPULAÇÃO CARCERÁRIA EM UNIDADES PRISIONAIS DO ESTADO / SOMA DAS VAGAS DISPONÍVEIS NAS UNIDADES PRISIONAIS DO ESTADO;;;2020-10-01 15:57:00;False;MENOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE MONITORADOS ELETRONICAMENTE POR NÚMERO DE TORNOZELEIRAS ELETRÔNICAS DISPONÍVEIS;False;TAXA DE OCUPAÇÃO;0,6;;2019-09-17;0,6;;0,6;;0,6;;0,6;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DO NÚMERO DE CUSTODIADOS MONITORADOS ELETRONICAMENTE NO ESTADO / SOMA DO NÚMERO DE TORNOZELEIRAS ELETRÔNICAS DISPONÍVEIS NO ESTADO;;;2020-10-01 15:57:00;False;MAIOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE CUSTODIADOS EM CUSTÓDIAS ALTERNATIVAS (APAC E CURAR) POR VAGAS DISPONÍVEIS EM CUSTÓDIAS ALTERNATIVAS (APAC E CURAR);False;TAXA DE OCUPAÇÃO;0,94;;2019-08-23;0,95;;0,96;;0,97;;0,98;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DA POPULAÇÃO CARCERÁRIA CUSTODIADAS EM APACS NO ESTADO / SOMA DAS VAGAS DISPONÍVEIS EM APACS NO ESTADO;;;2020-10-01 15:57:00;False;MAIOR
150;VIGILÂNCIA EM SAÚDE;False;PERCENTUAL DE ÓBITOS (0 A 4 ANOS) POR CAUSAS EVITÁVEIS;False;%;61,4;;2019-08-29;59,0;;58,0;;57,0;;57,0;;SISTEMA DE INFORMAÇÃO SOBRE MORTALIDADE - SIM ACESSO EM: PORTAL DA VIGILÂNCIA MG HTTP://VIGILANCIA.SAUDE.MG.GOV.BR - TABULAÇÃO DE DADOS DISPONÍVEIS NO TABNET.;Semestral;Estadual;NÚMERO DE ÓBITOS DE CRIANÇAS DE 0 A 4 ANOS POR CAUSAS EVITÁVEIS EM DETERMINADO LOCAL E PERÍODO / NÚMERO DE ÓBITOS DE CRIANÇAS DE 0 A QUATRO ANOS EM DETERMINADO LOCAL E PERÍODO X 100;;;2020-10-01 15:57:00;False;MENOR
155;PROMOÇÃO DE DEFESA CIVIL;False;NÚMERO DE BOMBEIROS MILITARES POR 1.000 HABITANTES;False;1/1.000;0,26;;2020-09-15;0,29;;0,38;;0,38;;0,38;;RECOMENDAÇÃO DA ONU;Anual;Estadual;(NÚMERO DE BOMBEIROS MILITARES / POPULAÇÃO RESIDENTE DO ESTADO DE MINAS GERAIS) * 1000;;;2020-10-01 15:57:00;False;MAIOR
156;ASSISTÊNCIA FARMACÊUTICA;False;N° DE DISPENSAÇÕES REGISTRADAS NO SIGAF POR MÊS;False;número absoluto;961695,0;;2020-04-30;15840000,0;;17424000,0;;19166400,0;;21083040,0;;COORDENAÇÃO DE QUALIDADE E GESTÃO DA INFORMAÇÃO DA SUPERINTENDÊNCIA DE ASSISTÊNCIA FARMACÊUTICA - SIGAF;Mensal;Estadual;SOMATÓRIO DAS DISPENSAÇÕES REGISTRADAS.;;;2020-10-01 15:57:00;False;MAIOR
